epoch,moment_loss,tau_fn,iv_strength,dgp,num_data,estimator,run,abs_moment_loss
75,0.005230930168181658,sin,0.6,z_image,2000,AGMM,2,0.005230930168181658
76,0.021937517449259758,sin,0.6,z_image,2000,AGMM,2,0.021937517449259758
77,0.004349994473159313,sin,0.6,z_image,2000,AGMM,2,0.004349994473159313
78,0.011753151193261147,sin,0.6,z_image,2000,AGMM,2,0.011753151193261147
79,0.007675900124013424,sin,0.6,z_image,2000,AGMM,2,0.007675900124013424
80,0.035764288157224655,sin,0.6,z_image,2000,AGMM,2,0.035764288157224655
81,0.010204678401350975,sin,0.6,z_image,2000,AGMM,2,0.010204678401350975
82,0.011836775578558445,sin,0.6,z_image,2000,AGMM,2,0.011836775578558445
83,0.003939509391784668,sin,0.6,z_image,2000,AGMM,2,0.003939509391784668
84,0.005369470454752445,sin,0.6,z_image,2000,AGMM,2,0.005369470454752445
85,0.005629933904856443,sin,0.6,z_image,2000,AGMM,2,0.005629933904856443
86,0.003724847687408328,sin,0.6,z_image,2000,AGMM,2,0.003724847687408328
87,0.0042626806534826756,sin,0.6,z_image,2000,AGMM,2,0.0042626806534826756
88,0.004024331457912922,sin,0.6,z_image,2000,AGMM,2,0.004024331457912922
89,0.010942958295345306,sin,0.6,z_image,2000,AGMM,2,0.010942958295345306
90,0.007198613602668047,sin,0.6,z_image,2000,AGMM,2,0.007198613602668047
91,0.0038014466408640146,sin,0.6,z_image,2000,AGMM,2,0.0038014466408640146
92,0.0058092703111469746,sin,0.6,z_image,2000,AGMM,2,0.0058092703111469746
93,0.009243621490895748,sin,0.6,z_image,2000,AGMM,2,0.009243621490895748
94,0.005900196731090546,sin,0.6,z_image,2000,AGMM,2,0.005900196731090546
95,0.013743678107857704,sin,0.6,z_image,2000,AGMM,2,0.013743678107857704
96,0.003612387925386429,sin,0.6,z_image,2000,AGMM,2,0.003612387925386429
97,0.00508537283167243,sin,0.6,z_image,2000,AGMM,2,0.00508537283167243
98,0.004212138243019581,sin,0.6,z_image,2000,AGMM,2,0.004212138243019581
99,0.004643772728741169,sin,0.6,z_image,2000,AGMM,2,0.004643772728741169
100,0.011814375407993793,sin,0.6,z_image,2000,AGMM,2,0.011814375407993793
101,0.00634919386357069,sin,0.6,z_image,2000,AGMM,2,0.00634919386357069
102,0.016918078064918518,sin,0.6,z_image,2000,AGMM,2,0.016918078064918518
103,0.004284395836293697,sin,0.6,z_image,2000,AGMM,2,0.004284395836293697
104,0.005501116160303354,sin,0.6,z_image,2000,AGMM,2,0.005501116160303354
105,0.00409124419093132,sin,0.6,z_image,2000,AGMM,2,0.00409124419093132
106,0.0069190338253974915,sin,0.6,z_image,2000,AGMM,2,0.0069190338253974915
107,0.0038820484187453985,sin,0.6,z_image,2000,AGMM,2,0.0038820484187453985
108,0.00436550285667181,sin,0.6,z_image,2000,AGMM,2,0.00436550285667181
109,0.007436943706125021,sin,0.6,z_image,2000,AGMM,2,0.007436943706125021
110,0.008544420823454857,sin,0.6,z_image,2000,AGMM,2,0.008544420823454857
111,0.01754634454846382,sin,0.6,z_image,2000,AGMM,2,0.01754634454846382
112,0.005545695312321186,sin,0.6,z_image,2000,AGMM,2,0.005545695312321186
113,0.01192525215446949,sin,0.6,z_image,2000,AGMM,2,0.01192525215446949
114,0.006640865467488766,sin,0.6,z_image,2000,AGMM,2,0.006640865467488766
115,0.008725393563508987,sin,0.6,z_image,2000,AGMM,2,0.008725393563508987
116,0.0051168520003557205,sin,0.6,z_image,2000,AGMM,2,0.0051168520003557205
117,0.004643382970243692,sin,0.6,z_image,2000,AGMM,2,0.004643382970243692
118,0.005834271665662527,sin,0.6,z_image,2000,AGMM,2,0.005834271665662527
119,0.017952127382159233,sin,0.6,z_image,2000,AGMM,2,0.017952127382159233
120,0.012957138009369373,sin,0.6,z_image,2000,AGMM,2,0.012957138009369373
121,0.005529236048460007,sin,0.6,z_image,2000,AGMM,2,0.005529236048460007
122,0.008495008572936058,sin,0.6,z_image,2000,AGMM,2,0.008495008572936058
123,0.004766325931996107,sin,0.6,z_image,2000,AGMM,2,0.004766325931996107
124,0.005514167249202728,sin,0.6,z_image,2000,AGMM,2,0.005514167249202728
125,0.0049334741197526455,sin,0.6,z_image,2000,AGMM,2,0.0049334741197526455
126,0.012050309218466282,sin,0.6,z_image,2000,AGMM,2,0.012050309218466282
127,0.006685477215796709,sin,0.6,z_image,2000,AGMM,2,0.006685477215796709
128,0.005186622031033039,sin,0.6,z_image,2000,AGMM,2,0.005186622031033039
129,0.006895147729665041,sin,0.6,z_image,2000,AGMM,2,0.006895147729665041
130,0.004166719038039446,sin,0.6,z_image,2000,AGMM,2,0.004166719038039446
131,0.005747053772211075,sin,0.6,z_image,2000,AGMM,2,0.005747053772211075
132,0.006038126070052385,sin,0.6,z_image,2000,AGMM,2,0.006038126070052385
133,0.007755978964269161,sin,0.6,z_image,2000,AGMM,2,0.007755978964269161
134,0.00540660647675395,sin,0.6,z_image,2000,AGMM,2,0.00540660647675395
135,0.007717573549598455,sin,0.6,z_image,2000,AGMM,2,0.007717573549598455
136,0.008206422440707684,sin,0.6,z_image,2000,AGMM,2,0.008206422440707684
