tau_fn,iv_strength,dgp,num_data,estimator,epoch,avg_moment_loss,std_moment_loss,avg_abs_moment_loss,std_abs_moment_loss,MC_runs
abs,0.6,z_image,2000,AGMM,32,0.007126416359096765,0.003996768883371995,0.007126416359096765,0.003996768883371995,5
abs,0.6,z_image,2000,AGMM,33,0.00546161662787199,0.0045447643677705265,0.00546161662787199,0.0045447643677705265,5
abs,0.6,z_image,2000,AGMM,34,0.008026785496622325,0.003445782665831415,0.008026785496622325,0.003445782665831415,5
abs,0.6,z_image,2000,AGMM,35,0.0040746214479440825,0.005437453489013172,0.0042925441026454795,0.005223663157573747,5
abs,0.6,z_image,2000,AGMM,36,0.004067629727069288,0.003542551863345412,0.004067629727069288,0.003542551863345412,5
abs,0.6,z_image,2000,AGMM,37,0.00409612127004948,0.004643932263285518,0.00410623916068289,0.0046327495759825735,5
abs,0.6,z_image,2000,AGMM,38,0.003037169741946855,0.003429193983856368,0.003037169741946855,0.003429193983856368,5
abs,0.6,z_image,2000,AGMM,39,0.0067253130415338095,0.005822949332445956,0.006756603725079913,0.005777492184270701,5
abs,0.6,z_image,2000,AGMM,40,0.004938472097273916,0.0033169796650183024,0.004938472097273916,0.0033169796650183024,5
abs,0.6,z_image,2000,AGMM,41,0.007699942726685549,0.009132041018067064,0.007699942726685549,0.009132041018067064,5
abs,0.6,z_image,2000,AGMM,42,0.002945326390909031,0.0029640374010407216,0.003011104435427114,0.0028802369259643746,5
abs,0.6,z_image,2000,AGMM,43,0.0023301899491343647,0.0020811794979251146,0.0023301899491343647,0.0020811794979251146,5
abs,0.6,z_image,2000,AGMM,44,0.004164092284190702,0.003017656735610915,0.004185421443980886,0.002980543915693877,5
abs,0.6,z_image,2000,AGMM,45,0.004911382531281561,0.003804255522580696,0.00505300952354446,0.003564873978911322,5
abs,0.6,z_image,2000,AGMM,46,0.003769161216769135,0.00459026186618971,0.0037863249752263075,0.004572570756714766,5
abs,0.6,z_image,2000,AGMM,47,0.005622116569429636,0.0060295948233285,0.005777703039348126,0.005842853893450802,5
abs,0.6,z_image,2000,AGMM,48,0.0038627080240985377,0.0032391703466653067,0.0038627080240985377,0.0032391703466653067,5
abs,0.6,z_image,2000,AGMM,49,0.0019498733163345605,0.0019902668144790503,0.0019945064617786557,0.0019341921821299176,5
abs,0.6,z_image,2000,AGMM,50,0.0018022740659944247,0.0026488033462768634,0.002249435421981616,0.0021797819343596257,5
abs,0.6,z_image,2000,AGMM,51,0.0064228657982312145,0.0072377599905846125,0.006642350426409394,0.006985746347019151,5
abs,0.6,z_image,2000,AGMM,52,0.0014711219060700386,0.002698237509716801,0.0024293623690027745,0.0016150799785407495,5
abs,0.6,z_image,2000,AGMM,53,0.0029624657006934287,0.003393226749906921,0.003458770806901157,0.0027441523632399756,5
abs,0.6,z_image,2000,AGMM,54,0.009752641028899233,0.014037980555838115,0.00979004617111059,0.014005397239768085,5
abs,0.6,z_image,2000,AGMM,55,0.0026135731022804976,0.0012201491677942874,0.0026135731022804976,0.0012201491677942874,5
abs,0.6,z_image,2000,AGMM,56,0.002111987237003632,0.0023822607838245194,0.0021959308738587423,0.0022854186816147017,5
abs,0.6,z_image,2000,AGMM,57,0.001595243444899097,0.002405419413079015,0.0021917318401392548,0.0017211722864327263,5
abs,0.6,z_image,2000,AGMM,58,0.002734909486025572,0.002438178400289305,0.002734909486025572,0.002438178400289305,5
abs,0.6,z_image,2000,AGMM,59,0.0011135695123812184,0.0016949608310340525,0.0013477983738994226,0.0014670507733249782,5
abs,0.6,z_image,2000,AGMM,60,0.002412777740391903,0.0020344552492681856,0.002497954972204752,0.001901619017570328,5
abs,0.6,z_image,2000,AGMM,61,0.005156362353591249,0.004882281513750113,0.005307314061792567,0.004675712297960178,5
abs,0.6,z_image,2000,AGMM,62,0.000680130475666374,0.0018941773190216456,0.001433627400547266,0.001263732622554649,5
abs,0.6,z_image,2000,AGMM,63,0.002505192597163841,0.0019027918791471256,0.0026985519856680185,0.0015371648731554082,5
abs,0.6,z_image,2000,AGMM,64,0.0010048886455479079,0.0011378910140655734,0.001111700879118871,0.0010060809567514818,5
abs,0.6,z_image,2000,AGMM,65,0.005880043795332313,0.008055930551742516,0.005880043795332313,0.008055930551742516,5
abs,0.6,z_image,2000,AGMM,66,0.002599479944910854,0.0019893029629286774,0.002599479944910854,0.0019893029629286774,5
abs,0.6,z_image,2000,AGMM,67,0.0028500329019152558,0.0037924214703330844,0.0028896562973386606,0.0037547540718676233,5
abs,0.6,z_image,2000,AGMM,68,0.0016197005315916613,0.0018665079967449376,0.001674170370097272,0.0018054310653750094,5
abs,0.6,z_image,2000,AGMM,69,0.01006172203924507,0.016930756788649973,0.010212803748436272,0.016817301743297354,5
abs,0.6,z_image,2000,AGMM,70,0.001441768801305443,0.0026134597302843623,0.00198846886632964,0.0021180256884389586,5
abs,0.6,z_image,2000,AGMM,71,0.0008915320882806555,0.0021406780297037777,0.001673081042827107,0.0014411936155717354,5
abs,0.6,z_image,2000,AGMM,72,0.001444170936156297,0.0030490546660099926,0.00226890159319737,0.0023385633245325108,5
abs,0.6,z_image,2000,AGMM,73,0.0019555364830011967,0.0016561699293346165,0.0019751074629311915,0.0016268806479302596,5
abs,0.6,z_image,2000,AGMM,74,0.0024413964754785413,0.0026620505599454286,0.0024413964754785413,0.0026620505599454286,5
abs,0.6,z_image,2000,AGMM,75,0.0010668453178368509,0.001470741112549731,0.0015832098084501921,0.0006727454670348343,5
abs,0.6,z_image,2000,AGMM,76,0.004619876341894269,0.003682925057555232,0.004619876341894269,0.003682925057555232,5
abs,0.6,z_image,2000,AGMM,77,0.0011300782498437911,0.0018790332507954632,0.0013648341468069703,0.0016729156316726153,5
abs,0.6,z_image,2000,AGMM,78,0.0038346184737747535,0.004463730992587932,0.0038346184737747535,0.004463730992587932,5
abs,0.6,z_image,2000,AGMM,79,0.003008405263972236,0.0018168627657506454,0.003028659470874118,0.0017743013728779404,5
abs,0.6,z_image,2000,AGMM,80,0.0019594248879002407,0.0018002898104447667,0.0019952066213591024,0.0017504753463990393,5
abs,0.6,z_image,2000,AGMM,81,0.0022880089469254016,0.0017028049598497418,0.0022880089469254016,0.0017028049598497418,5
abs,0.6,z_image,2000,AGMM,82,0.009059491485822945,0.014512759735556753,0.00909292745636776,0.014486597787633301,5
abs,0.6,z_image,2000,AGMM,83,0.001448474481003359,0.0006302406465211801,0.001448474481003359,0.0006302406465211801,5
abs,0.6,z_image,2000,AGMM,84,0.003454798075836152,0.0035969932459015788,0.003454798075836152,0.0035969932459015788,5
abs,0.6,z_image,2000,AGMM,85,0.001653217594139278,0.0018844224128134308,0.002040909789502621,0.0013269579442350954,5
abs,0.6,z_image,2000,AGMM,86,0.0028932324561537826,0.0030804060420023794,0.0032645724897520266,0.0025749955367387807,5
abs,0.6,z_image,2000,AGMM,87,0.0026988389785401524,0.0018540923440004368,0.0026988389785401524,0.0018540923440004368,5
abs,0.6,z_image,2000,AGMM,88,0.001294508611317724,0.0010429913139761797,0.0014086610754020512,0.0008379224488628743,5
abs,0.6,z_image,2000,AGMM,89,0.004171290769590996,0.0039271778164262335,0.0041997978842118755,0.0038890141581300456,5
abs,0.6,z_image,2000,AGMM,90,0.0032948437619779725,0.002174222544163653,0.0032948437619779725,0.002174222544163653,5
abs,0.6,z_image,2000,AGMM,91,0.0018551839282736182,0.0010032956080059004,0.0018551839282736182,0.0010032956080059004,5
abs,0.6,z_image,2000,AGMM,92,0.002021769343991764,0.0023967386044486437,0.002021769343991764,0.0023967386044486437,5
abs,0.6,z_image,2000,AGMM,93,0.0014105517613643315,0.0015647105896222737,0.0014764048064535018,0.0014868340956499999,5
abs,0.6,z_image,2000,AGMM,94,0.0030799467116594315,0.0013692487342308669,0.0030799467116594315,0.0013692487342308669,5
abs,0.6,z_image,2000,AGMM,95,0.0020925132863339967,0.001808595949809613,0.0020925132863339967,0.001808595949809613,5
abs,0.6,z_image,2000,AGMM,96,0.006486801546998322,0.011061258285417043,0.006486801546998322,0.011061258285417043,5
abs,0.6,z_image,2000,AGMM,97,0.003482140623964369,0.0027248218990435637,0.003482140623964369,0.0027248218990435637,5
abs,0.6,z_image,2000,AGMM,98,0.0025044267298653723,0.0015491910303841215,0.0025044267298653723,0.0015491910303841215,5
abs,0.6,z_image,2000,AGMM,99,0.0012921165849547832,0.0006825028852420432,0.0012921165849547832,0.0006825028852420432,5
abs,0.6,z_image,2000,AGMM,100,0.0015759951988002286,0.0013582503534379704,0.0015759951988002286,0.0013582503534379704,5
abs,0.6,z_image,2000,AGMM,101,0.0049195415806025265,0.002944356564837694,0.0049195415806025265,0.002944356564837694,5
abs,0.6,z_image,2000,AGMM,102,0.0078120956051861866,0.015174548828871615,0.0078120956051861866,0.015174548828871615,5
abs,0.6,z_image,2000,AGMM,103,0.0025225950055755677,0.0019315228023373925,0.0025225950055755677,0.0019315228023373925,5
abs,0.6,z_image,2000,AGMM,104,0.0015494314604438842,0.0021979496463438736,0.0019422626704908908,0.0017653398000531612,5
abs,0.6,z_image,2000,AGMM,105,0.0016506616266269702,0.0016752458136881513,0.0016506616266269702,0.0016752458136881513,5
abs,0.6,z_image,2000,AGMM,106,0.0011400309740565717,0.0008820275368712095,0.0011400309740565717,0.0008820275368712095,5
abs,0.6,z_image,2000,AGMM,107,0.0016973560908809305,0.0008937109886937316,0.0016973560908809305,0.0008937109886937316,5
abs,0.6,z_image,2000,AGMM,108,0.001728764595463872,0.0014900364516018045,0.0020671687088906765,0.0007839064494522735,5
abs,0.6,z_image,2000,AGMM,109,0.001646451948909089,0.0014810865742867808,0.001646451948909089,0.0014810865742867808,5
abs,0.6,z_image,2000,AGMM,110,0.00209178558216081,0.001999142323342939,0.002111727892042836,0.0019727608366477685,5
abs,0.6,z_image,2000,AGMM,111,0.001891364884795621,0.001517954982015005,0.001891364884795621,0.001517954982015005,5
abs,0.6,z_image,2000,AGMM,112,0.0031913234386593105,0.0021261991086168118,0.0031913234386593105,0.0021261991086168118,5
abs,0.6,z_image,2000,AGMM,113,0.002185023622587323,0.0021531955145673407,0.0024482419714331625,0.0017640295560661754,5
abs,0.6,z_image,2000,AGMM,114,0.003765150951221585,0.002764739153443854,0.003765150951221585,0.002764739153443854,5
abs,0.6,z_image,2000,AGMM,115,0.002223667525686324,0.0011841895091742488,0.002223667525686324,0.0011841895091742488,5
abs,0.6,z_image,2000,AGMM,116,0.002083573685376905,0.0017558988579309688,0.002126094457344152,0.0016909857702950214,5
abs,0.6,z_image,2000,AGMM,117,0.0022791935509303583,0.0014098093189662093,0.0022791935509303583,0.0014098093189662093,5
abs,0.6,z_image,2000,AGMM,118,0.0009203592300764285,0.0016662395667250242,0.0010227978564216755,0.001589822746512209,5
abs,0.6,z_image,2000,AGMM,119,0.0012182461825432256,0.0016426941789983332,0.0012813568318961188,0.0015815355525589244,5
abs,0.6,z_image,2000,AGMM,120,0.0005495712466654368,0.0011000879029969845,0.000781962058681529,0.0009074129499573151,5
abs,0.6,z_image,2000,AGMM,121,0.0021086032036691906,0.0008772712946218776,0.0021086032036691906,0.0008772712946218776,5
abs,0.6,z_image,2000,AGMM,122,0.0017667730819084682,0.001153962628214542,0.0017667730819084682,0.001153962628214542,5
abs,0.6,z_image,2000,AGMM,123,0.003563418984413147,0.002365025547019926,0.003563418984413147,0.002365025547019926,5
abs,0.6,z_image,2000,AGMM,124,0.0026777108996611787,0.0026738240282023367,0.0026777108996611787,0.0026738240282023367,5
abs,0.6,z_image,2000,AGMM,125,0.0034553728997707366,0.0019307916745388116,0.0034553728997707366,0.0019307916745388116,5
abs,0.6,z_image,2000,AGMM,126,0.001343772595282644,0.000718272737918808,0.001343772595282644,0.000718272737918808,5
abs,0.6,z_image,2000,AGMM,127,0.00547399960050825,0.0070828259213293445,0.00547399960050825,0.0070828259213293445,5
abs,0.6,z_image,2000,AGMM,128,0.001579113441403024,0.0012824443326001679,0.001632684704964049,0.001195653946576302,5
abs,0.6,z_image,2000,AGMM,129,0.0016864403267391026,0.0014847734702556352,0.0016864403267391026,0.0014847734702556352,5
abs,0.6,z_image,2000,AGMM,130,0.0009917637245962397,0.000943852700610011,0.0010651393648004159,0.0008379735641240579,5
abs,0.6,z_image,2000,AGMM,131,0.0008278781868284568,0.0008431155777280774,0.0008278781868284568,0.0008431155777280774,5
abs,0.6,z_image,2000,AGMM,132,0.0016610110527835787,0.0008013712061452902,0.0016610110527835787,0.0008013712061452902,5
abs,0.6,z_image,2000,AGMM,133,0.0029595093335956337,0.002340897539570328,0.0029595093335956337,0.002340897539570328,5
abs,0.6,z_image,2000,AGMM,134,0.005297534330748021,0.00831057481870435,0.005297534330748021,0.00831057481870435,5
abs,0.6,z_image,2000,AGMM,135,0.0020145595039139153,0.002036080676685049,0.002045944429664814,0.0019965786370406235,5
abs,0.6,z_image,2000,AGMM,136,0.002627601136919111,0.002178549764835853,0.002964950690511614,0.001545242052182436,5
abs,0.6,z_image,2000,AGMM,137,0.0011233704813776058,0.0017077243482734475,0.0011236511191100363,0.0017074935434365827,5
abs,0.6,z_image,2000,AGMM,138,0.008730539282259997,0.016011264837928377,0.008745240724238101,0.016001232851035167,5
abs,0.6,z_image,2000,AGMM,139,0.0031904450850561263,0.0015287313510255985,0.0031904450850561263,0.0015287313510255985,5
abs,0.6,z_image,2000,AGMM,140,0.000845411085174419,0.0011025992680623255,0.0008973705786047504,0.001050015514370874,5
abs,0.6,z_image,2000,AGMM,141,0.0017852676821348723,0.002994311080943584,0.002251584080659086,0.002571543530685176,5
abs,0.6,z_image,2000,AGMM,142,0.0023824631003662943,0.0010227842754062856,0.0023824631003662943,0.0010227842754062856,5
abs,0.6,z_image,2000,AGMM,143,0.0009270379203371703,0.0010939038434799983,0.001230035291519016,0.000616150329044225,5
abs,0.6,z_image,2000,AGMM,144,0.0025732045411132275,0.002465253824230447,0.0025732045411132275,0.002465253824230447,5
abs,0.6,z_image,2000,AGMM,145,0.0048518537543714045,0.006405231280878945,0.0048518537543714045,0.006405231280878945,5
abs,0.6,z_image,2000,AGMM,146,0.0022558486904017626,0.003076297912213436,0.0026377762551419437,0.002669708977011279,5
abs,0.6,z_image,2000,AGMM,147,0.0023093937197700143,0.0008875022119710838,0.0023093937197700143,0.0008875022119710838,5
abs,0.6,z_image,2000,AGMM,148,0.004641816474031657,0.005517259951152543,0.004641816474031657,0.005517259951152543,5
abs,0.6,z_image,2000,AGMM,149,0.0021387516404502093,0.0024557963223319577,0.0021387516404502093,0.0024557963223319577,5
abs,0.6,z_image,2000,AGMM,150,0.003647009236738086,0.0029667906166388628,0.003647009236738086,0.0029667906166388628,5
abs,0.6,z_image,2000,AGMM,151,0.0036076738324481994,0.005242736816421868,0.0036076738324481994,0.005242736816421868,5
abs,0.6,z_image,2000,AGMM,152,0.0015455088305316167,0.001542845936839978,0.0015455088305316167,0.001542845936839978,5
abs,0.6,z_image,2000,AGMM,153,0.0026443650131113827,0.0020870011162568997,0.0026443650131113827,0.0020870011162568997,5
abs,0.6,z_image,2000,AGMM,154,0.0068349023815244435,0.012692902536590904,0.0068349023815244435,0.012692902536590904,5
abs,0.6,z_image,2000,AGMM,155,0.0017467033350840211,0.000538978511762487,0.0017467033350840211,0.000538978511762487,5
abs,0.6,z_image,2000,AGMM,156,0.0011951632099226118,0.0012671963806994326,0.0015064648585394024,0.0007446543343597181,5
abs,0.6,z_image,2000,AGMM,157,0.0013108632789226248,0.0007691775445577292,0.0013108632789226248,0.0007691775445577292,5
abs,0.6,z_image,2000,AGMM,158,0.0006385737011441961,0.0011736700762263058,0.0008994690462714062,0.0009359039513058045,5
abs,0.6,z_image,2000,AGMM,159,0.009545595198869706,0.01638505479737562,0.009545595198869706,0.01638505479737562,5
abs,0.6,z_image,2000,AGMM,160,0.0028299935627728702,0.003845201004415126,0.0028299935627728702,0.003845201004415126,5
abs,0.6,z_image,2000,AGMM,161,0.0025206598453223704,0.002786608301981181,0.0025206598453223704,0.002786608301981181,5
abs,0.6,z_image,2000,AGMM,162,0.0019614569435361775,0.0012243218230696166,0.0019614569435361775,0.0012243218230696166,5
abs,0.6,z_image,2000,AGMM,163,0.003265793586615473,0.0025650405047573876,0.003265793586615473,0.0025650405047573876,5
abs,0.6,z_image,2000,AGMM,164,0.006868987926281989,0.010229511966709511,0.006868987926281989,0.010229511966709511,5
abs,0.6,z_image,2000,AGMM,165,0.0011582730570808054,0.0011324447559403125,0.0011582730570808054,0.0011324447559403125,5
abs,0.6,z_image,2000,AGMM,166,0.0023707077838480473,0.0007123844914760755,0.0023707077838480473,0.0007123844914760755,5
abs,0.6,z_image,2000,AGMM,167,0.005592739128042012,0.008755019226572028,0.005592739128042012,0.008755019226572028,5
abs,0.6,z_image,2000,AGMM,168,0.0029385371366515757,0.002607577887628073,0.0029385371366515757,0.002607577887628073,5
abs,0.6,z_image,2000,AGMM,169,0.002994929754640907,0.001766073746094441,0.002994929754640907,0.001766073746094441,5
abs,0.6,z_image,2000,AGMM,170,0.0012331772944889964,0.0013976896302099159,0.0013324330444447695,0.0012787579245267203,5
abs,0.6,z_image,2000,AGMM,171,0.005879830836784094,0.00922984854798423,0.005879830836784094,0.00922984854798423,5
abs,0.6,z_image,2000,AGMM,172,0.0016821477067423985,0.001919336336289746,0.0016821477067423985,0.001919336336289746,5
abs,0.6,z_image,2000,AGMM,173,0.0011777130595874042,0.0010266190754322567,0.0011777130595874042,0.0010266190754322567,5
abs,0.6,z_image,2000,AGMM,174,0.0017192631523357705,0.0014701231165781823,0.0017192631523357705,0.0014701231165781823,5
abs,0.6,z_image,2000,AGMM,175,0.0015424634591909125,0.0013702484826866393,0.0015424634591909125,0.0013702484826866393,5
abs,0.6,z_image,2000,AGMM,176,0.0019349895307641419,0.0012553739433455978,0.0019366797169823257,0.0012521117901873585,5
abs,0.6,z_image,2000,AGMM,177,0.00465605731587857,0.006172472312426296,0.00465605731587857,0.006172472312426296,5
abs,0.6,z_image,2000,AGMM,178,0.0033070957812014966,0.003455941078273226,0.0033070957812014966,0.003455941078273226,5
abs,0.6,z_image,2000,AGMM,179,0.0015022524516098202,0.0010158172219775015,0.0015022524516098202,0.0010158172219775015,5
abs,0.6,z_image,2000,AGMM,180,0.003616479843913112,0.00469593451695981,0.003616479843913112,0.00469593451695981,5
abs,0.6,z_image,2000,AGMM,181,0.001510774262715131,0.0016044054115024954,0.001510774262715131,0.0016044054115024954,5
abs,0.6,z_image,2000,AGMM,182,0.002718073362484574,0.001632812005480078,0.002718073362484574,0.001632812005480078,5
abs,0.6,z_image,2000,AGMM,183,0.0022287486353889108,0.0011480389359226257,0.0022287486353889108,0.0011480389359226257,5
abs,0.6,z_image,2000,AGMM,184,0.005159586190711707,0.007294701088564418,0.005159586190711707,0.007294701088564418,5
abs,0.6,z_image,2000,AGMM,185,0.006616624072194099,0.00860871474066868,0.006616624072194099,0.00860871474066868,5
abs,0.6,z_image,2000,AGMM,186,0.0012364197085844354,0.0013553770182571539,0.0012949419644428418,0.001285251188385298,5
abs,0.6,z_image,2000,AGMM,187,0.0048611070786137136,0.007252830206991719,0.0048611070786137136,0.007252830206991719,5
abs,0.6,z_image,2000,AGMM,188,0.0018585932091809809,0.0013841361574252163,0.0018585932091809809,0.0013841361574252163,5
abs,0.6,z_image,2000,AGMM,189,0.0016082730842754244,0.0016937696333375629,0.0016082730842754244,0.0016937696333375629,5
abs,0.6,z_image,2000,AGMM,190,0.0007098753994796425,0.0011920455027369752,0.0008851895167026669,0.0010350969681522835,5
abs,0.6,z_image,2000,AGMM,191,0.0016088786665932274,0.0017995514378108153,0.0016533216097741389,0.0017484730911334575,5
abs,0.6,z_image,2000,AGMM,192,0.002611166809219867,0.001395174829513048,0.002611166809219867,0.001395174829513048,5
abs,0.6,z_image,2000,AGMM,193,0.0059506749268621205,0.008378831171752867,0.0059506749268621205,0.008378831171752867,5
abs,0.6,z_image,2000,AGMM,194,0.004053406929597258,0.0012989823047031975,0.004053406929597258,0.0012989823047031975,5
abs,0.6,z_image,2000,AGMM,195,0.007023766392376274,0.012632771860940683,0.007023766392376274,0.012632771860940683,5
abs,0.6,z_image,2000,AGMM,196,0.002637253934517503,0.0011545533439095623,0.002637253934517503,0.0011545533439095623,5
abs,0.6,z_image,2000,AGMM,197,0.006651187539682723,0.00996750181221301,0.006651187539682723,0.00996750181221301,5
abs,0.6,z_image,2000,AGMM,198,0.001856544055044651,0.0017160517947247167,0.001856544055044651,0.0017160517947247167,5
abs,0.6,z_image,2000,AGMM,199,0.002228326606564224,0.0010345963182087283,0.002228326606564224,0.0010345963182087283,5
sin,0.6,z_image,2000,AGMM,0,0.027964287996292116,0.029281817006118913,0.027964287996292116,0.029281817006118913,5
sin,0.6,z_image,2000,AGMM,1,0.02005536761134863,0.015941641922155785,0.02005536761134863,0.015941641922155785,5
sin,0.6,z_image,2000,AGMM,2,0.01386645957827568,0.00862601689012812,0.01386645957827568,0.00862601689012812,5
sin,0.6,z_image,2000,AGMM,3,0.01664663143455982,0.016402621493724318,0.01664663143455982,0.016402621493724318,5
sin,0.6,z_image,2000,AGMM,4,0.010403670184314252,0.003647872217841906,0.010403670184314252,0.003647872217841906,5
sin,0.6,z_image,2000,AGMM,5,0.012389636924490332,0.007161525706545298,0.012389636924490332,0.007161525706545298,5
sin,0.6,z_image,2000,AGMM,6,0.012749047949910164,0.010459246918144432,0.012749047949910164,0.010459246918144432,5
sin,0.6,z_image,2000,AGMM,7,0.010822881665080785,0.006114217569365251,0.010822881665080785,0.006114217569365251,5
sin,0.6,z_image,2000,AGMM,8,0.008098711352795362,0.002567836637495217,0.008098711352795362,0.002567836637495217,5
sin,0.6,z_image,2000,AGMM,9,0.008820383436977863,0.00192341761659718,0.008820383436977863,0.00192341761659718,5
sin,0.6,z_image,2000,AGMM,10,0.008495907485485076,0.0021917518562855854,0.008495907485485076,0.0021917518562855854,5
sin,0.6,z_image,2000,AGMM,11,0.009800213482230901,0.004492963784462787,0.009800213482230901,0.004492963784462787,5
sin,0.6,z_image,2000,AGMM,12,0.011575976200401784,0.002967736491202784,0.011575976200401784,0.002967736491202784,5
sin,0.6,z_image,2000,AGMM,13,0.011960793100297452,0.0028554746365778297,0.011960793100297452,0.0028554746365778297,5
sin,0.6,z_image,2000,AGMM,14,0.008247701264917851,0.0017466815101585677,0.008247701264917851,0.0017466815101585677,5
sin,0.6,z_image,2000,AGMM,15,0.010887325182557106,0.0036885498286992973,0.010887325182557106,0.0036885498286992973,5
sin,0.6,z_image,2000,AGMM,16,0.008465166762471199,0.0015405063542820435,0.008465166762471199,0.0015405063542820435,5
sin,0.6,z_image,2000,AGMM,17,0.00919705405831337,0.001803028322502463,0.00919705405831337,0.001803028322502463,5
sin,0.6,z_image,2000,AGMM,18,0.012001626007258893,0.003992003281377449,0.012001626007258893,0.003992003281377449,5
sin,0.6,z_image,2000,AGMM,19,0.008681724220514298,0.0017414155049605888,0.008681724220514298,0.0017414155049605888,5
sin,0.6,z_image,2000,AGMM,20,0.00787629084661603,0.0026554789272027384,0.00787629084661603,0.0026554789272027384,5
sin,0.6,z_image,2000,AGMM,21,0.008937185816466808,0.0037253853318188514,0.008937185816466808,0.0037253853318188514,5
sin,0.6,z_image,2000,AGMM,22,0.0075309060513973234,0.002710471619566724,0.0075309060513973234,0.002710471619566724,5
sin,0.6,z_image,2000,AGMM,23,0.006748237460851669,0.002625848368749773,0.006748237460851669,0.002625848368749773,5
sin,0.6,z_image,2000,AGMM,24,0.007858991343528032,0.0034169606069282907,0.007858991343528032,0.0034169606069282907,5
sin,0.6,z_image,2000,AGMM,25,0.014239291846752166,0.012419729720147613,0.014239291846752166,0.012419729720147613,5
sin,0.6,z_image,2000,AGMM,26,0.009876411687582732,0.004577417542128681,0.009876411687582732,0.004577417542128681,5
