tau_fn,iv_strength,dgp,num_data,estimator,avg_MSEearlystop,std_MSEearlystop,avg_R2fin,std_R2fin
abs,0.6,z_image,2000,AGMM,0.029785625636577606,0.008553510784014036,0.9192171891530355,0.06534344421524564
abs,0.6,x_image,2000,AGMM,2.258458455403646,1.5552956165486664,-56.04821904500326,45.3339903507171
sin,0.6,z_image,2000,AGMM,0.01899428851902485,0.00498795597226312,0.8309040665626526,0.008025628945563995
sin,0.6,x_image,2000,AGMM,42.58680284023285,51.877751326246035,-2049481.688673973,3453380.0393966283
